entry_ms,exit_ms,reason,net
1740616980000,1740625200000,TIME,9.870438715861479
1740701820000,1740701939999,TP,32.85338298392009
1741911300000,1741911779999,TP,43.46650583292961
1742604120000,1742612400000,TIME,-14.968977412939136
1743120720000,1743120899999,TP,26.770194959230622
1746146580000,1746154800000,TIME,8.206853707928484
1751675340000,1751684400000,TIME,-30.292641550900903
1753059240000,1753066800000,TIME,19.061618309154767
1765326480000,1765327499999,TP,28.10166759281382
1736295840000,1736296199999,TP,25.77032804841038
1736382360000,1736390999999,SL,-80.83200000000014
1736728920000,1736732579999,TP,25.215009986745468
1744243920000,1744249679999,SL,-80.83200000000014
1744332840000,1744334339999,TP,33.60398660037886
1744937160000,1744940939999,SL,-80.83200000000011
1745453700000,1745463600000,TIME,3.9925672989807133
1745540820000,1745550000000,TIME,-30.191132164020043
1752972060000,1752980400000,TIME,-8.651989848972246
1755908640000,1755918000000,TIME,19.436863613014722
1766880780000,1766890800000,TIME,-4.161581497962379
1736554680000,1736564400000,TIME,-11.968028858465772
1740011220000,1740020400000,TIME,-36.25425325419737
1740358140000,1740359219999,TP,27.14105754533369
1741825680000,1741834800000,TIME,-4.705999653746461
1744503660000,1744504139999,SL,-80.83200000000012
1752452580000,1752455279999,TP,32.430654128969046
1753403820000,1753404179999,TP,35.632209513856495
1753577040000,1753581839999,TP,32.69631463619152
1755563700000,1755572400000,TIME,-12.737176386693616
1762908300000,1762909619999,TP,25.80656191378976
1745022360000,1745025479999,SL,-80.83200000000014
1745194560000,1745197439999,TP,26.49967836999077
1766277360000,1766277599999,TP,26.47591375255417
1736728620000,1736732999999,TP,27.473260262899323
1737074940000,1737082800000,TIME,-14.810818980918858
1740961260000,1740968879999,TP,53.26196175738984
1741049400000,1741052699999,TP,26.94379059659709
1736036280000,1736037359999,SL,-80.8320000000001
1736296080000,1736300939999,TP,34.419780050108656
1736468820000,1736472779999,TP,32.12486074793068
1736554560000,1736555339999,TP,28.935623511473118
1736641860000,1736643059999,TP,26.030659761078162
1737677820000,1737678659999,TP,28.410399595245632
1737938880000,1737946800000,TIME,-16.62446223463613
1739319240000,1739329200000,TIME,6.90266962346413
1740790260000,1740790799999,TP,24.8252755566787
1740875280000,1740884400000,TIME,18.179872381640084
1740961200000,1740961499999,TP,28.659875921008023
1742861760000,1742864699999,TP,26.73631399469561
1744504680000,1744504919999,TP,30.73102930163306
1751502180000,1751502239999,TP,27.14445275790054
1766881500000,1766882039999,TP,43.268955870365126
1759452720000,1759460400000,TIME,-15.020714317554695
1761351840000,1761361200000,TIME,-14.841762073634218
1763770860000,1763771039999,TP,30.140031303930787
1766103540000,1766113200000,TIME,-64.21927427380383
1752539700000,1752539879999,TP,32.21492374684879
1753144020000,1753153019999,TP,54.40175595651238
1753317840000,1753326000000,TIME,34.00691574198694
1753402620000,1753403579999,TP,31.606441201673405
1753662480000,1753663919999,TP,40.70929054959714
1753750680000,1753753499999,TP,26.359992700374605
1753834740000,1753835039999,TP,27.455518482925758
1756515180000,1756518119999,TP,25.6099176141744
1757552160000,1757559600000,TIME,-24.796940723883022
1758848040000,1758855600000,TIME,14.159158378299669
1759796280000,1759796639999,TP,55.71898478934493
1760142000000,1760142719999,TP,32.9266833416709
1762216620000,1762225200000,TIME,14.89942339916097
1762993200000,1762993259999,TP,28.388480044957852
1748652360000,1748653079999,TP,45.39124638053175
1748824020000,1748833200000,TIME,-31.924342171085467
1749083460000,1749087959999,TP,26.86253573001651
1749602820000,1749610800000,TIME,-2.396617821105644
1739751180000,1739757599999,SL,-80.83200000000014
1741740120000,1741740419999,SL,-80.83200000000004
1745108340000,1745118000000,TIME,13.432118997292697
1766881200000,1766881559999,TP,34.21768598585037
1743034440000,1743044400000,TIME,-18.468187339243784
1745367660000,1745368199999,SL,-80.83199999999998
1745453580000,1745454839999,TP,37.75764357387963
1746145320000,1746148019999,SL,-80.832
1754787300000,1754790539999,TP,26.266311355034436
1757897400000,1757898899999,TP,25.80621336370519
1760315580000,1760315999999,TP,37.04184923363059
1760662440000,1760670000000,TIME,8.888512226773631
1761438120000,1761447600000,TIME,-10.209250860400124
1762821120000,1762826639999,TP,31.08815225043886
1764809640000,1764817200000,TIME,16.385953980969788
1754268780000,1754276400000,TIME,-0.7520777819894897
1759710180000,1759719600000,TIME,-17.888277216943827
1762562880000,1762569599999,SL,-80.83200000000005
1736556780000,1736564400000,TIME,-20.361955105125087
1736641980000,1736644439999,TP,26.727218578614394
1745023200000,1745023859999,TP,30.718954760541706
1746838440000,1746846000000,TIME,-8.684957969360523
1749342600000,1749351600000,TIME,-32.56510410894055
1764029640000,1764029699999,TP,26.600296630829373
1764980820000,1764980879999,TP,25.70297700031116
1735777020000,1735786800000,TIME,-33.60555950281473
1736728920000,1736733959999,TP,34.57129512124496
1737074700000,1737082800000,TIME,-17.97624539141808
1746923160000,1746923339999,TP,26.295307952483867
1749775200000,1749778139999,TP,26.767260557705956
1746835980000,1746843479999,TP,46.33323356031732
1737159600000,1737163919999,TP,30.825623652219907
1737246780000,1737248819999,TP,64.15571085019738
1753663620000,1753671600000,TIME,-16.793905047291535
1744419480000,1744426800000,TIME,21.71793328710135
1747097340000,1747101779999,TP,25.366384356275894
1747788540000,1747796400000,TIME,1.0783159396442124
1750121520000,1750129200000,TIME,-18.321923590131536
1757378340000,1757379659999,SL,-80.83200000000006
1757463540000,1757464319999,TP,27.68436850205593
1758070680000,1758078000000,TIME,9.342789488526263
1759969860000,1759975379999,TP,29.214880840206522
1766794740000,1766804400000,TIME,-36.45744658105137
1738544340000,1738545719999,TP,28.76975438643763
1738629420000,1738630139999,TP,39.458669508290114
1738714860000,1738723079999,TP,25.46074178193398
1762561440000,1762561979999,TP,25.026038928215335
1762733820000,1762737119999,SL,-84.71475962934922
1766882700000,1766882759999,TP,27.070115396271312
1764982320000,1764982499999,TP,26.08000757660392
1766190720000,1766191619999,TP,28.041974031301894
1766708640000,1766718000000,TIME,-6.218636029271072
1767140700000,1767140879999,TP,37.61406874448679
1762476180000,1762476599999,TP,28.054423772431083
1762993320000,1762997399999,TP,36.93522783329529
1764204480000,1764212400000,TIME,2.0524058089513444
1736555700000,1736564400000,TIME,13.980489098417493
1752454620000,1752455819999,TP,38.585718279967494
1752539820000,1752541559999,TP,26.72622400052355
1752797460000,1752797819999,TP,26.930287085290253
1753057440000,1753058639999,TP,28.72144538895291
1753661580000,1753662719999,SL,-80.83199999999995
1753920900000,1753921259999,TP,25.659684271536065
1761005760000,1761006899999,TP,25.74421287359301
1761092100000,1761092219999,TP,28.757185915079027
1758674400000,1758676379999,SL,-80.83200000000001
1759193280000,1759196759999,TP,26.965845780032883
1759710780000,1759719600000,TIME,7.682062622220353
1760315880000,1760316179999,TP,28.48940144864161
1760748000000,1760751539999,SL,-80.83200000000002
1761351660000,1761361019999,TP,31.908260019580382
1762044480000,1762052400000,TIME,8.625187258974167
1762218000000,1762224539999,TP,24.917285384265224
1763252400000,1763254139999,TP,28.170876043209038
1739407320000,1739415600000,TIME,14.318115821294485
1741654560000,1741662000000,TIME,-17.11388922807853
1741827300000,1741827419999,TP,27.29726996455174
1742863680000,1742871600000,TIME,-20.818553290700237
1743208500000,1743208739999,TP,28.836782679917153
1745542740000,1745550000000,TIME,5.431978422048245
1746059760000,1746061859999,TP,26.712922398859334
1748652660000,1748658899999,TP,25.14193996799245
1750552560000,1750553339999,TP,25.483651480913004
1753143840000,1753153200000,TIME,-9.561757428714268
1764118620000,1764124439999,SL,-81.72168165113406
1765759500000,1765767600000,TIME,1.2721274050387823
1766622360000,1766631600000,TIME,4.764447567212619
1758242220000,1758250800000,TIME,9.482489977383128
1758415440000,1758423600000,TIME,-41.79137830781177
1749256200000,1749263759999,TP,26.944013161506632
1749342960000,1749351600000,TIME,-20.82443979836296
1749514380000,1749524400000,TIME,-1.7158019669945948
1751156040000,1751166000000,TIME,-25.09218975689476
1752800280000,1752807600000,TIME,-11.247353686314014
1755391020000,1755399600000,TIME,-17.797719946235066
1756340100000,1756347119999,SL,-80.83200000000014
1760142840000,1760143499999,TP,34.04985741056315
1762042740000,1762044659999,SL,-80.83200000000004
1736557200000,1736564400000,TIME,8.408257051658513
1762820820000,1762830000000,TIME,-46.0488472143047
1763080140000,1763081519999,SL,-80.832
1763166540000,1763175600000,TIME,-73.59109212105133
1763338500000,1763338859999,TP,28.62947254252817
1764463200000,1764471600000,TIME,-3.392786902510638
1766104740000,1766106119999,TP,27.62107080494419
1760661120000,1760670000000,TIME,-0.429118394813836
1745197020000,1745204400000,TIME,-9.529833574505355
1756600680000,1756609200000,TIME,-6.829696401598791
1737160980000,1737164039999,TP,26.52423683539888
1738456260000,1738460879999,TP,25.388682917005454
1746922620000,1746923339999,TP,25.396314785953496
1752366060000,1752372119999,TP,42.37828008357009
1735950780000,1735959600000,TIME,16.49997265908796
1736468460000,1736478000000,TIME,-0.7139964338175273
1738284060000,1738292400000,TIME,-7.827385307498066
1744330800000,1744340400000,TIME,-51.067682718364345
1745886000000,1745895600000,TIME,1.065705180834848
1745972460000,1745982000000,TIME,-23.548995030585317
1746058500000,1746068400000,TIME,-21.82891845922944
1746664620000,1746673200000,TIME,-18.900595655351555
1746750960000,1746759600000,TIME,-27.177531455786408
1748996460000,1748997059999,TP,33.84610409100667
1749171060000,1749172019999,TP,26.57783385972169
1752367200000,1752371879999,TP,26.442538873177167
1758499920000,1758501059999,SL,-80.83200000000011
1758587160000,1758589379999,TP,30.581596337352487
1758934440000,1758942000000,TIME,2.248669915547228
1761525600000,1761534000000,TIME,-3.9379062130295734
1766191920000,1766199600000,TIME,7.657063317755248
1766795580000,1766804400000,TIME,14.595344318239992
1737159660000,1737166859999,TP,27.411129526942737
1737247440000,1737249719999,TP,28.101058737281875
1740702240000,1740702659999,TP,25.222686415671664
1743035700000,1743036839999,TP,29.21633444337227
1743208200000,1743216239999,TP,28.900686872361874
1743467760000,1743476400000,TIME,-5.652442375033568
1746836700000,1746836879999,TP,30.912822694320788
1747011000000,1747013819999,TP,25.47913261123078
1752711780000,1752721200000,TIME,-19.442159836394843
1752884520000,1752894000000,TIME,-11.718414721279096
1765068420000,1765076400000,TIME,-13.130936747747072
1762043520000,1762046459999,SL,-80.8320000000001
1763945220000,1763953200000,TIME,-7.447898009154866
1759364760000,1759374000000,TIME,21.914371910747864
1760401980000,1760410800000,TIME,-9.400704905956589
1761351720000,1761361200000,TIME,-8.288185435473777
1763770500000,1763770619999,TP,42.71487717333482
1766277360000,1766278199999,SL,-80.83200000000004
1766362740000,1766362859999,TP,28.39481381678137
1762562280000,1762564259999,SL,-80.83200000000002
1762992960000,1762998659999,TP,29.098182745991625
1763773140000,1763775059999,SL,-80.83200000000002
1763944500000,1763944919999,TP,27.196239172217766
1735950360000,1735959600000,TIME,-2.1194121870093925
1736036820000,1736046000000,TIME,7.371237336038137
1736468280000,1736473019999,TP,45.75790477763162
1738197120000,1738206000000,TIME,-13.475950693947766
1740270300000,1740274619999,SL,-80.83200000000015
1742258760000,1742264459999,TP,24.684635254287414
1742603460000,1742612400000,TIME,-7.6799664019876355
1742948160000,1742949899999,TP,25.749361710828182
1743121620000,1743130800000,TIME,0.8934517482959081
1744331880000,1744332539999,TP,24.723158250160452
1750120560000,1750129200000,TIME,0.712191229679144
1750724880000,1750728119999,SL,-80.8320000000001
1752365700000,1752366599999,SL,-80.83200000000014
1753143240000,1753144619999,TP,27.793355972696745
1753317840000,1753326000000,TIME,-40.83935746847904
1761612780000,1761620400000,TIME,2.787015569458913
1766536260000,1766545200000,TIME,13.195924628981373
1751675520000,1751678999999,TP,30.811850653992668
1752712740000,1752721200000,TIME,-40.26098675235519
1765068900000,1765069679999,TP,127.8893882747772
1735950780000,1735956299999,TP,34.57728136795673
1739581020000,1739586539999,TP,26.060521625130406
1740097740000,1740105659999,TP,30.669396548330216
1740183540000,1740193079999,TP,26.057913467647484
1745886840000,1745895600000,TIME,13.678542719635805
1746923760000,1746924119999,SL,-80.8320000000001
1749600780000,1749603719999,TP,31.940076048386867
1750811100000,1750811939999,TP,25.495071136326274
1750898520000,1750906800000,TIME,-12.983490069993064
1758501780000,1758508379999,TP,27.455237451806525
1763425440000,1763429819999,TP,29.346226446556766
1766537160000,1766545200000,TIME,-30.269800609566378
1766795040000,1766804400000,TIME,-12.019276985431445
1736384100000,1736391600000,TIME,-36.824191017459015
1736556780000,1736564400000,TIME,-14.854972459774698
1762821000000,1762821419999,TP,35.14043333481596
1763167680000,1763175600000,TIME,5.69942728693702
1765327560000,1765328999999,TP,28.61731380279005
1736728800000,1736733959999,TP,26.87062721787521
1746925080000,1746928859999,TP,30.16901424920667
1755910080000,1755916199999,TP,26.644417809545494
1751242620000,1751243459999,TP,26.505657702800978
1753749180000,1753758000000,TIME,-14.048954516397025
1754355180000,1754362800000,TIME,-27.139173570634465
1754786760000,1754794800000,TIME,-11.106074163072043
1756946820000,1756954800000,TIME,-33.97442335625638
1757637000000,1757641019999,TP,28.587974866930733
1748738700000,1748743499999,TP,28.903449669532947
1757724180000,1757732400000,TIME,-47.03356345675964
1762648560000,1762650059999,TP,26.929030947738692
1763339460000,1763344859999,TP,27.476501678373637
1737160020000,1737169200000,TIME,12.4241533858515
1737247800000,1737253439999,SL,-80.8320000000001
1737852300000,1737860400000,TIME,24.094507037802497
1745196240000,1745204400000,TIME,-4.460203153187082
1736728920000,1736730899999,TP,32.23473222472423
1744245660000,1744254000000,TIME,-26.822235141627495
1745024220000,1745031600000,TIME,-1.0069648470734047
1755909480000,1755916379999,TP,26.206386996404053
1756082220000,1756090800000,TIME,17.951199055376456
1766880960000,1766881199999,TP,26.06203822479873
1736728680000,1736728919999,SL,-80.83199999999998
1739492160000,1739492879999,TP,29.81202256300581
1756081920000,1756085099999,SL,-80.83200000000014
1756515120000,1756522800000,TIME,-3.7529489891143335
1766881080000,1766881619999,TP,34.128855424691096
1758415320000,1758421019999,SL,-80.83199999999998
1759451340000,1759452779999,SL,-80.83200000000005
1759623360000,1759627319999,SL,-80.83200000000005
1760228340000,1760235239999,SL,-80.83200000000001
1762561200000,1762561919999,TP,34.036746364407485
1743121560000,1743126839999,SL,-80.8320000000001
1744417260000,1744426800000,TIME,-52.58965425296371
1744591380000,1744595399999,SL,-80.83200000000004
1744677180000,1744679759999,TP,31.593020332571445
1744763580000,1744768079999,TP,61.256864100768865
1744850040000,1744853639999,TP,26.503176603050953
1745108640000,1745110439999,SL,-80.83200000000004
1748393280000,1748397779999,TP,25.948333648281455
1748479740000,1748487600000,TIME,-7.628978268661868
1748737140000,1748737859999,TP,27.491913745124936
1754612640000,1754622000000,TIME,20.984542329012644
1755044460000,1755045179999,TP,25.629672390780676
1764636120000,1764644400000,TIME,-29.763808209987282
1764979860000,1764980099999,TP,25.964410664546854
1736728320000,1736732339999,TP,31.669866488110493
1738112400000,1738119600000,TIME,18.967640158320272
1738974300000,1738977539999,TP,25.193242807027183
1745197140000,1745204400000,TIME,-3.2895573681107493
1752972660000,1752980400000,TIME,14.080291564244451
1753145220000,1753146119999,TP,25.879740449548226
1753577580000,1753585200000,TIME,2.126705517764572
1754095920000,1754103600000,TIME,-5.619910070857736
1754614680000,1754622000000,TIME,24.608362666283615
1765068360000,1765073159999,TP,25.878187381618275
1764722220000,1764723059999,TP,24.82906072875066
1766710440000,1766718000000,TIME,-29.594909355154066
1736555640000,1736564400000,TIME,8.41641941235328
1739838120000,1739838299999,TP,29.1790890818882
1745023380000,1745031600000,TIME,4.162159485710885
1747095180000,1747095899999,TP,27.607849008598535
1752451920000,1752462000000,TIME,-4.1205988233160555
1752538380000,1752538439999,TP,35.24599626446402
1762908120000,1762916400000,TIME,-22.880383131046646
1763079420000,1763080019999,TP,51.9797787320613
1766363040000,1766366519999,SL,-80.83200000000002
1766451180000,1766453519999,TP,28.233863067342167
1767055320000,1767055499999,TP,26.000137877157808
1767142500000,1767150000000,TIME,-37.79785168174621
1736554680000,1736564400000,TIME,-30.393133079808116
1736641560000,1736650800000,TIME,-14.53887667904395
1747356000000,1747357559999,TP,25.027073352438805
1762907460000,1762916400000,TIME,-38.54955734748098
1766362860000,1766372400000,TIME,15.593159855361977
1767056400000,1767057419999,TP,28.886260491536863
1754613180000,1754619119999,TP,52.361131422420975
1754786940000,1754788319999,TP,63.52418067189617
1754873940000,1754881200000,TIME,-17.95140988504903
1755303840000,1755313200000,TIME,-1.6450646424985282
1755823740000,1755830099999,TP,25.662676586544674
1757463780000,1757473200000,TIME,-20.24169309251789
1757551080000,1757559600000,TIME,14.390145225144753
1759018920000,1759023299999,TP,29.910075734960806
1760229300000,1760231399999,TP,25.518906185512442
1761266580000,1761274800000,TIME,-43.20679069165421
1761524460000,1761525479999,TP,25.426211721654905
1746404640000,1746414000000,TIME,-27.409918186606653
1746923280000,1746926939999,TP,36.7274049543593
1747614780000,1747623600000,TIME,6.199335001899556
1757464860000,1757466179999,TP,30.011314896293218
1760143380000,1760143439999,TP,53.83879285055902
1747960980000,1747969200000,TIME,-30.562309960011525
1752367620000,1752375600000,TIME,12.795304434591726
1756428960000,1756429259999,TP,39.62862266195598
1756601340000,1756603199999,TP,25.528471929674875
1757119500000,1757127600000,TIME,-34.81198307123321
1757465580000,1757467679999,TP,28.67050578292679
1736728920000,1736732999999,TP,24.682015553231146
1738371060000,1738376039999,SL,-80.83200000000001
1738456500000,1738458179999,TP,26.14454450839011
1739147160000,1739148959999,TP,25.9999611287251
1739579400000,1739588400000,TIME,9.909720462056569
1742431080000,1742431379999,TP,28.86555840764226
1744503480000,1744504319999,TP,26.820173996346753
1755736620000,1755743159999,SL,-80.83200000000015
1755907980000,1755910139999,SL,-80.83200000000012
1756514100000,1756518479999,SL,-80.832
1756686420000,1756688219999,TP,30.31859234266687
1759882620000,1759892400000,TIME,-33.750792442711415
1757205720000,1757207279999,TP,30.197860015267636
1757809740000,1757811179999,TP,26.528498056945097
1759450800000,1759451459999,TP,30.253725033154716
1763772900000,1763773019999,TP,30.196067124471337
1745196180000,1745204400000,TIME,21.77962251372166
1756253880000,1756254239999,TP,25.93065663524111
1756514700000,1756522800000,TIME,-5.871304890718607
1736728800000,1736732999999,TP,29.795871854073038
1749517080000,1749524400000,TIME,-10.570335872802127
1736816160000,1736823600000,TIME,4.645194821421118
1740963540000,1740963779999,TP,46.3782705268552
1742950560000,1742958000000,TIME,-15.37921774446539
1743036840000,1743044400000,TIME,-13.872684302091555
1743380760000,1743390000000,TIME,-48.32379739175376
1743726600000,1743735600000,TIME,-52.301347005881226
1743900840000,1743908400000,TIME,11.736697404300143
1746058920000,1746059399999,TP,27.261721568630016
1746406140000,1746414000000,TIME,-7.316437465262373
1746664680000,1746667559999,SL,-80.83199999999998
1747961340000,1747969200000,TIME,0.7541282122605188
1748564760000,1748570639999,SL,-80.83200000000012
1751675040000,1751684400000,TIME,-20.829896183245925
1751847900000,1751848199999,TP,31.17876938469244
1752367740000,1752373139999,TP,26.46107681153
1757638140000,1757646000000,TIME,7.509421435042024
1764288900000,1764291479999,SL,-80.83200000000002
1764636660000,1764644400000,TIME,-29.39326397069503
1766969760000,1766977200000,TIME,-18.525758912859274
1751070540000,1751076179999,TP,24.02502095012525
1753489380000,1753489859999,TP,35.64069880539546
1764635580000,1764636119999,TP,25.107214226734644
1765068780000,1765076400000,TIME,7.797191247381132
1766019360000,1766020739999,TP,26.79432984309114
1747183980000,1747188179999,TP,25.581352376928514
1740185700000,1740193200000,TIME,-36.93777415023279
1750466640000,1750474800000,TIME,-35.87503316875808
1752627600000,1752628499999,TP,27.914213660355163
1746232260000,1746241200000,TIME,-8.56455298123479
1762216560000,1762217159999,TP,52.91297202741514
1762303920000,1762311600000,TIME,-33.31627103874501
1763684520000,1763688959999,TP,25.85986635108593
1760057400000,1760065200000,TIME,-35.23276280997624
1760488740000,1760491139999,TP,49.16808762590264
